subject	first_block	ehi	age	country	sex	education	race	hispanic_ethnicity	rt_overall	duration_s	task_experience_response	task_experience_other_response	open_ended_feedback_response	exclude_many_gos	exclude_low_acc	exclude_low_rt	exclude_high_rt	exclude_country	exclude_age	exclude_done_before	exclude_no_ehi	exclude
5c17294778ee390001ab19e5	slash	100	25	US	Male	16	White	No	839	631.351	No	NA	NA	0	0	0	0	0	0	0	0	0
5c284ae48e845b0001fc40aa	z	-100	37	US	Male	16	White	No	694	1254.038	No	NA	NA	0	0	0	0	0	0	0	0	0
5c28e9dfda51990001e3204b	slash	0	38	US	Female	14	White	No	854	694.491	No	NA	NA	0	0	0	0	0	0	0	0	0
5c2a92b4b8e5f900015b3f58	slash	-100	31	US	Female	16	White	No	909	641.812	No	NA	NA	0	0	0	0	0	0	0	0	0
5c3a925919ceb400010c9344	slash	100	22	US	Male	12	White	No	422.5	492.495	No	NA	NA	0	0	0	0	0	0	0	0	0
5c48ca334635bf000171c13f	slash	100	34	US	Female	14	White	No	773.5	670.92	No	NA	NA	0	0	0	0	0	0	0	0	0
5c4e3977c0783c00016936f9	slash	100	28	US	Male	14	White	No	758.5	848.434	No	NA	NA	0	0	0	0	0	0	0	0	0
5c4e9bd1818d4d00013e8859	z	100	31	US	Female	14	White	No	431.5	965.486	No	NA	NA	0	0	0	0	0	0	0	0	0
5c535974b7cf140001d308d3	slash	62.5	29	US	Female	12	White	No	763.5	692.374	No	NA	NA	0	0	0	0	0	0	0	0	0
5c573f18d3cc6b0001d9dbc3	z	100	30	US	Male	16	Black or African American	No	619	902.429	No	NA	NA	0	0	0	0	0	0	0	0	0
5c58e01e6f4ec5000164c35a	z	100	30	US	Female	12	White	No	492.5	550.607	No	NA	NA	0	0	0	0	0	0	0	0	0
5c64189eede39b0001c39e61	slash	100	35	US	Male	8	Multiple	Yes	749.5	777.663	No	NA	NA	0	0	0	0	0	0	0	0	0
5c6ac9e5d9c5be000174497f	z	100	28	US	Female	12	White	No	619	597.937	No	NA	NA	0	0	0	0	0	0	0	0	0
5c800507a1d4b900114f28c4	slash	87.5	31	US	Male	12	White	No	640	551.492	No	NA	NA	0	0	0	0	0	0	0	0	0
5c958b7bd676900001e1a73b	slash	100	24	US	Female	12	White	No	870.5	625.79	No	NA	A progress bar would be nice	0	0	0	0	0	0	0	0	0
5c9a7a644a640200171c0cc2	slash	75	32	US	Female	18	White	No	534	537.684	No	NA	NA	0	0	0	0	0	0	0	0	0
5c9ebf067114700016da2813	slash	62.5	31	US	Male	14	Multiple	Yes	442	977.749	No	NA	NA	0	0	0	0	0	0	0	0	0
5ca4bade374f11000118f010	z	100	23	US	Male	12	White	No	638	651.53	No	NA	NA	0	0	0	0	0	0	0	0	0
5caa7f8c0d95570013d82f2f	z	12.5	33	US	Female	18	White	Yes	593.5	635.588	No	NA	NA	0	0	0	0	0	0	0	0	0
5cab7cc86d3a6e001519d9e9	slash	-100	34	US	Male	12	White	No	768.5	745.424	No	NA	NA	0	0	0	0	0	0	0	0	0
5cb568ebf0e31e0017d9bf32	z	100	38	US	Female	14	White	No	648	916.904	No	NA	no feedback	0	0	0	0	0	0	0	0	0
5cbb78d664170f00011d7c4f	slash	100	26	US	Female	16	White	No	634	708.389	No	NA	NA	0	0	0	0	0	0	0	0	0
5cc5e72ce3c44e0015fdf990	slash	50	28	US	Not listed: nonbinary	14	White	No	560	911.928	No	NA	NA	0	0	0	0	0	0	0	0	0
5ccba9db385fbf0001f55fd6	z	-100	35	US	Female	16	White	No	522.5	692.359	No	NA	NA	0	0	0	0	0	0	0	0	0
5cd063ce657e300016f6c95a	slash	-62.5	31	US	Male	14	Multiple	No	681.5	696.388	No	NA	NA	0	0	0	0	0	0	0	0	0
5cd3ff1ac99584000199dd15	slash	100	37	US	Male	16	White	No	984	1029.679	No	NA	NA	0	0	0	0	0	0	0	0	0
5cdad620eae6f70019d4e950	slash	75	33	US	Male	16	White	No	660	643.099	No	NA	NA	0	0	0	0	0	0	0	0	0
5ced82e372abf2000174775e	z	25	29	US	Male	16	White	No	476	645.593	No	NA	N/A	0	0	0	0	0	0	0	0	0
5cfb5233df7d70001619ca90	slash	87.5	24	US	Male	16	White	No	1083	1003.613	No	NA	Great.	0	0	0	0	0	0	0	0	0
5d10102523f6320017c63e07	slash	87.5	28	US	Female	16	Black or African American	No	875.5	661.618	No	NA	NA	0	0	0	0	0	0	0	0	0
5d158f6419d2ed0001e2120c	z	75	19	US	Female	12	White	No	627	568.021	No	NA	NA	0	0	0	0	0	0	0	0	0
5d17a2c94d7eea00170c3aca	slash	100	25	US	Male	16	Multiple	No	363.5	494.465	No	NA	NA	0	0	0	0	0	0	0	0	0
5d193535601cd70017727028	slash	100	37	US	Female	12	White	No	1089.5	739.837	No	NA	NA	0	0	0	0	0	0	0	0	0
5d1ba5653788ac0019ced548	slash	100	39	US	Female	16	White	Yes	635.5	626.097	No	NA	NA	0	0	0	0	0	0	0	0	0
5d1beb9c9e033e0017a725dc	z	100	36	US	Male	18	Black or African American	No	877	617.685	No	NA	NA	0	0	0	0	0	0	0	0	0
5d1d0270601cd7000172942f	z	75	27	US	Female	16	White	No	932	637.739	No	NA	NA	0	0	0	0	0	0	0	0	0
5d1e2045a37a4d001a1fc2cb	slash	-50	23	US	Male	14	Black or African American	No	761.5	874.641	No	NA	NA	0	0	0	0	0	0	0	0	0
5d269fedf6dec40019b87a59	z	100	36	US	Male	16	White	Yes	661.5	1037.386	No	NA	NA	0	0	0	0	0	0	0	0	0
5d296b94d7d4940015e62ca6	slash	37.5	34	US	Female	21	Multiple	No	329.5	665.198	No	NA	NA	0	0	0	0	0	0	0	0	0
5d2a3561d3edf900018016a1	slash	100	36	US	Male	16	White	No	538	886.096	No	NA	NA	0	0	0	0	0	0	0	0	0
5d2fbee1fb16450018a7a023	slash	100	36	US	Male	16	White	No	605.5	795.909	No	NA	No comments	0	0	0	0	0	0	0	0	0
5d332957d0635b00013bd785	z	0	27	US	Male	14	White	No	590	631.439	No	NA	NA	0	0	0	0	0	0	0	0	0
5d3522b6eac3d50017df02cb	z	87.5	39	US	Male	21	Asian	No	638	809.392	No	NA	NA	0	0	0	0	0	0	0	0	0
5d3cc9010e510a00013df6f6	slash	75	23	US	Male	12	White	Yes	857	696.296	No	NA	NA	0	0	0	0	0	0	0	0	0
5d3df9b23bf3780015abf56f	slash	100	26	US	Female	16	White	No	875	718.832	No	NA	NA	0	0	0	0	0	0	0	0	0
5d48fcc5643eb80001fb43fa	slash	87.5	29	US	Male	16	White	No	842	658.364	No	NA	no	0	0	0	0	0	0	0	0	0
5d4b14caed2dfc0001a22c1a	z	100	39	US	Female	14	White	No	428	683.177	No	NA	NA	0	0	0	0	0	0	0	0	0
5d4b265b72db9d0015e8aac6	z	100	30	US	Male	16	White	No	643	748.257	No	NA	To proceed to the next screen, I had to press shift+space at times when the experiement page instructed to only press the space bar.	0	0	0	0	0	0	0	0	0
5d4cdc63ec9aa0000112ae43	z	-100	37	US	Male	16	White	Yes	820	848.813	No	NA	No	0	0	0	0	0	0	0	0	0
5d5315f889849a0001a76d1a	slash	100	37	US	Female	16	Black or African American	No	400.5	603.394	No	NA	NA	0	0	0	0	0	0	0	0	0
5d53bffa147a7d00015aae5a	slash	75	30	US	Female	16	White	No	729	582.077	No	NA	NA	0	0	0	0	0	0	0	0	0
5d5dc2d37bfc8400013b653c	slash	100	21	US	Female	12	White	Yes	375	956.42	No	NA	had fun	0	0	0	0	0	0	0	0	0
5d63867550d0dd0017805976	slash	NA	39	US	Male	16	White	No	850	778.128	NA	NA	NA	0	0	0	0	0	0	0	1	1
5d76d2f7daf4bf00164d585b	z	-12.5	28	US	Female	21	White	No	452.5	1404.054	No	NA	Was super hard to see the smaller shapes. Had to assume the """"""""fatter"""""""" small shapes were the circles and squares, but I was never sure	0	0	0	0	0	0	0	0	0
5d7850851841fc0001e9c64d	z	-62.5	32	US	Female	12	White	No	486.5	556.02	No	NA	NA	0	0	0	0	0	0	0	0	0
5d7cefc73f9ae70018b400f1	slash	100	40	US	Male	12	White	No	702.5	653.739	No	NA	NA	0	0	0	0	0	0	0	0	0
5d7e7207461e51001c5c236c	slash	-87.5	24	US	Male	16	Asian	No	737.5	634.958	No	NA	cool study	0	0	0	0	0	0	0	0	0
5d7f79e7e41ee70018d9164a	z	100	39	US	Female	12	White	No	655.5	627.525	No	NA	NA	0	0	0	0	0	0	0	0	0
5d847ac9be4b0b00188463d7	slash	87.5	25	US	Male	12	White	No	458	607.925	No	NA	NA	0	0	0	0	0	0	0	0	0
5d859977611c9700152f11a1	slash	100	29	US	Male	16	White	No	730	640.446	No	NA	No additional feedback.	0	0	0	0	0	0	0	0	0
5d8a29c082fec30001d9c24a	slash	75	31	US	Male	12	White	No	596.5	607.745	No	NA	Thank you for the study!	0	0	0	0	0	0	0	0	0
5d96eeed1998fb00177f6b71	slash	87.5	24	US	Female	16	Asian	No	771	835.811	No	NA	NA	0	0	0	0	0	0	0	0	0
5da360b12e89480010ef417a	slash	100	20	US	Male	12	White	Yes	623	610.093	No	NA	No comments	0	0	0	0	0	0	0	0	0
5dc7870428e0d566b626bcb9	slash	100	40	US	Female	14	White	No	586.5	1110.01	No	NA	NA	0	0	0	0	0	0	0	0	0
5dcb685070d51c8275d7bd54	z	62.5	26	US	Male	16	White	No	1105	790.58	No	NA	NA	0	0	0	0	0	0	0	0	0
5dcc3ec7db13278d75c8622f	z	75	37	US	Female	16	White	No	668.5	890.92	No	NA	NA	0	0	0	0	0	0	0	0	0
5dcebf4ad2c3e0000ab3debe	slash	100	36	US	Female	16	White	No	613	584.362	No	NA	NA	0	0	0	0	0	0	0	0	0
5dceeba4144b510411fb4566	slash	-37.5	37	US	Female	18	White	No	982	941.131	No	NA	Right at the start, the experiment took a little time to load, and I had thought it had frozen, so I did hit the escape key (but didn't exit the experiment).	0	0	0	0	0	0	0	0	0
5dd0749782569a156ed4f658	slash	87.5	29	US	Male	16	White	No	702	584.31	No	NA	NA	0	0	0	0	0	0	0	0	0
5dd43c63390fb6428d4974f0	z	100	38	US	Female	18	White	No	957	821.549	No	NA	NA	0	0	0	0	0	0	0	0	0
5dd91a879dac7c8a7a36fecf	slash	-37.5	26	US	Male	12	White	No	901.5	625.777	No	NA	NA	0	0	0	0	0	0	0	0	0
5dd95432cf08aa8dc50bb42a	slash	100	31	US	Male	16	White	No	666.5	722.405	No	NA	NA	0	0	0	0	0	0	0	0	0
5dd984381096ea907a3272f2	z	-50	21	US	Male	12	White	No	612	548.4	No	NA	NA	0	0	0	0	0	0	0	0	0
5ddd1dd2b48da3c63a3ccdbb	slash	87.5	35	US	Male	16	White	No	746.5	1271.934	No	NA	NA	0	0	0	0	0	0	0	0	0
5ddd92855daaa6d095854780	slash	-62.5	38	US	Male	12	White	No	542	1221.769	No	NA	NA	0	0	0	0	0	0	0	0	0
5dedf0483711364928753ecd	z	0	37	US	Male	16	Asian	No	517	765.581	No	NA	I was born left handed but I eat/write with my right hand.	0	0	0	0	0	0	0	0	0
5dee896cf87f5552d3cd6502	slash	100	36	US	Male	14	White	No	939.5	771.035	No	NA	NA	0	0	0	0	0	0	0	0	0
5dee933631a7e05381da6b02	slash	100	33	US	Male	16	Black or African American	No	432.5	538.474	No	NA	NA	0	0	0	0	0	0	0	0	0
5df15bc3361a8506b94f79ed	slash	75	34	US	Male	16	Asian	Yes	455.5	770.999	No	NA	NA	0	0	0	0	0	0	0	0	0
5df180b59b92b1098c0d5818	z	75	37	US	Female	16	White	No	779.5	763.65	No	NA	NA	0	0	0	0	0	0	0	0	0
5df2f36b617219204de98060	z	-100	30	US	Male	12	Native Hawaiian or Other Pacific Islander	No	526.5	946.741	No	NA	NA	0	0	0	0	0	0	0	0	0
5e0047b3a99550c62bda2dd6	z	87.5	36	US	Female	12	White	No	480.5	555.156	No	NA	I could almost feel my brain having to think differently when using the slash key	0	0	0	0	0	0	0	0	0
